sensorID,date time,battery,co2,humidity,temperature
lw-ms-ambi-01,2025-05-09T20:24:40.173424Z,66,309,56,18
lw-ms-ambi-02,2025-05-09T20:28:40.709004Z,64,665,42,25.1
lw-ms-ambi-03,2025-05-09T20:28:40.962451Z,70,377,55.5,18.3
lw-ms-ambi-01,2025-05-09T20:34:43.359231Z,66,324,56,18
lw-ms-ambi-02,2025-05-09T20:38:39.647103Z,64,671,42.5,25.1
lw-ms-ambi-01,2025-05-09T20:44:41.099485Z,66,306,56,17.9
lw-ms-ambi-02,2025-05-09T20:48:39.516601Z,64,671,42.5,25
lw-ms-ambi-03,2025-05-09T20:48:43.324485Z,70,379,55.5,18.2
lw-ms-ambi-01,2025-05-09T20:54:46.828404Z,66,320,56,17.9
lw-ms-ambi-02,2025-05-09T20:58:38.410123Z,64,666,42.5,25
lw-ms-ambi-03,2025-05-09T20:58:45.410039Z,70,379,55.5,18.1
lw-ms-ambi-01,2025-05-09T21:04:39.529040Z,66,320,56,17.8
lw-ms-ambi-03,2025-05-09T21:08:42.784639Z,70,376,55.5,18.1
lw-ms-ambi-02,2025-05-09T21:08:47.313915Z,64,658,42.5,24.9
lw-ms-ambi-01,2025-05-09T21:14:43.712368Z,66,325,56,17.8
lw-ms-ambi-02,2025-05-09T21:18:39.408260Z,64,674,42.5,24.8
lw-ms-ambi-03,2025-05-09T21:18:42.205915Z,70,389,55.5,18.1
lw-ms-ambi-01,2025-05-09T21:24:43.392730Z,66,334,56.5,17.8
lw-ms-ambi-02,2025-05-09T21:28:41.204552Z,64,652,42.5,24.8
lw-ms-ambi-03,2025-05-09T21:28:44.258597Z,70,384,55.5,18
lw-ms-ambi-01,2025-05-09T21:34:43.233837Z,66,319,56.5,17.8
lw-ms-ambi-02,2025-05-09T21:38:39.088616Z,64,630,42.5,24.7
lw-ms-ambi-03,2025-05-09T21:38:41.716868Z,70,380,55.5,18
lw-ms-ambi-01,2025-05-09T21:44:43.094290Z,66,316,56.5,17.7
lw-ms-ambi-02,2025-05-09T21:48:37.375937Z,64,639,42.5,24.7
lw-ms-ambi-03,2025-05-09T21:48:41.741168Z,70,365,55.5,18
lw-ms-ambi-01,2025-05-09T21:54:43.608756Z,66,329,56.5,17.7
lw-ms-ambi-03,2025-05-09T21:58:40.825742Z,70,373,56,17.9
lw-ms-ambi-02,2025-05-09T21:58:44.387467Z,64,649,42.5,24.7
lw-ms-ambi-01,2025-05-09T22:04:40.675589Z,66,323,56.5,17.7
lw-ms-ambi-02,2025-05-09T22:08:40.165143Z,64,639,42.5,24.6
lw-ms-ambi-03,2025-05-09T22:08:43.705599Z,70,383,56,17.9
lw-ms-ambi-01,2025-05-09T22:14:41.097031Z,66,320,56.5,17.7
lw-ms-ambi-03,2025-05-09T22:18:42.132447Z,70,378,56,17.9
lw-ms-ambi-02,2025-05-09T22:18:42.379592Z,64,661,43,24.6
lw-ms-ambi-01,2025-05-09T22:24:43.854975Z,66,326,56.5,17.6
lw-ms-ambi-02,2025-05-09T22:28:40.324356Z,64,681,43,24.5
lw-ms-ambi-03,2025-05-09T22:28:44.501299Z,70,380,56,17.9
lw-ms-ambi-01,2025-05-09T22:34:44.065825Z,66,326,56.5,17.6
lw-ms-ambi-02,2025-05-09T22:38:40.707180Z,64,675,43,24.5
lw-ms-ambi-03,2025-05-09T22:38:41.958459Z,70,390,55.5,17.9
lw-ms-ambi-01,2025-05-09T22:44:40.523075Z,66,324,56.5,17.6
lw-ms-ambi-02,2025-05-09T22:48:40.338666Z,64,678,43,24.4
lw-ms-ambi-03,2025-05-09T22:48:43.935406Z,70,384,55.5,17.8
lw-ms-ambi-01,2025-05-09T22:54:41.725402Z,66,326,56.5,17.5
lw-ms-ambi-02,2025-05-09T22:58:38.022483Z,64,657,43,24.4
lw-ms-ambi-03,2025-05-09T22:58:40.949975Z,70,388,55.5,17.8
lw-ms-ambi-01,2025-05-09T23:04:42.752487Z,66,309,56,17.5
lw-ms-ambi-03,2025-05-09T23:08:44.533144Z,70,394,55,17.8
lw-ms-ambi-01,2025-05-09T23:14:41.297600Z,66,323,56,17.5
lw-ms-ambi-02,2025-05-09T23:18:37.681025Z,64,658,43,24.3
lw-ms-ambi-03,2025-05-09T23:18:41.785985Z,70,378,55,17.7
lw-ms-ambi-01,2025-05-09T23:24:42.343224Z,66,308,55.5,17.5
lw-ms-ambi-03,2025-05-09T23:28:40.232010Z,70,376,55,17.7
lw-ms-ambi-02,2025-05-09T23:28:41.620195Z,64,666,43,24.3
lw-ms-ambi-01,2025-05-09T23:34:42.972255Z,66,327,55.5,17.4
lw-ms-ambi-02,2025-05-09T23:38:40.419958Z,64,659,43,24.2
lw-ms-ambi-03,2025-05-09T23:38:43.042153Z,70,381,55,17.6
lw-ms-ambi-01,2025-05-09T23:44:40.657497Z,66,323,55.5,17.4
lw-ms-ambi-02,2025-05-09T23:48:39.529644Z,64,640,43,24.2
lw-ms-ambi-03,2025-05-09T23:48:42.756402Z,70,378,54.5,17.6
lw-ms-ambi-01,2025-05-09T23:54:42.328139Z,66,310,55,17.4
lw-ms-ambi-02,2025-05-09T23:58:39.104752Z,64,649,43,24.2
lw-ms-ambi-03,2025-05-09T23:58:42.109858Z,70,372,54.5,17.6
